accession,start,end,cds_product
CP131710.1,198135,198464,Error: 'BeforePosition' object has no attribute 'position'
LR536833.1,389375,390022,Error: 'ExactPosition' object has no attribute 'position'
LR536833.1,1685849,1685196,Error: 'BeforePosition' object has no attribute 'position'
LR536833.1,1694531,1693872,Error: 'BeforePosition' object has no attribute 'position'
LR536833.1,1283255,1282626,Error: 'BeforePosition' object has no attribute 'position'
LR536833.1,1683638,1682955,Error: 'BeforePosition' object has no attribute 'position'
LR536833.1,1690343,1690083,Error: 'BeforePosition' object has no attribute 'position'
LR536833.1,211389,211718,Error: 'BeforePosition' object has no attribute 'position'
LR216040.1,362545,363192,Error: 'ExactPosition' object has no attribute 'position'
LR216040.1,1335080,1334451,Error: 'BeforePosition' object has no attribute 'position'
LR216040.1,166824,167153,Error: 'BeforePosition' object has no attribute 'position'
CP031248.1,1156104,1155457,No matching CDS
CP031248.1,180217,180846,No matching CDS
CP031248.1,1351688,1351359,No matching CDS
CP155532.1,1877789,1877142,Error: 'ExactPosition' object has no attribute 'position'
CP155532.1,506933,507592,Error: 'ExactPosition' object has no attribute 'position'
CP155532.1,885957,886586,Error: 'BeforePosition' object has no attribute 'position'
CP155532.1,514946,515599,Error: 'BeforePosition' object has no attribute 'position'
CP155532.1,518280,518963,Error: 'BeforePosition' object has no attribute 'position'
CP155532.1,510549,510794,Error: 'BeforePosition' object has no attribute 'position'
CP155532.1,510793,511182,Error: 'BeforePosition' object has no attribute 'position'
CP155532.1,2049537,2049208,Error: 'ExactPosition' object has no attribute 'position'
CP137100.1,1442305,1442952,No matching CDS
CP137100.1,206934,206305,No matching CDS
CP137100.1,1249528,1249857,No matching CDS
CP026670.1,311225,311872,Error: 'ExactPosition' object has no attribute 'position'
CP026670.1,1721382,1720723,Error: 'ExactPosition' object has no attribute 'position'
CP026670.1,1303052,1302423,Error: 'ExactPosition' object has no attribute 'position'
CP026670.1,1713369,1712716,Error: 'ExactPosition' object has no attribute 'position'
CP026670.1,1710035,1709352,Error: 'ExactPosition' object has no attribute 'position'
CP026670.1,1717766,1717521,Error: 'ExactPosition' object has no attribute 'position'
CP026670.1,1717522,1717133,Error: 'ExactPosition' object has no attribute 'position'
CP026670.1,139477,139806,Error: 'BeforePosition' object has no attribute 'position'
FM211187.1,311225,311872,Error: 'ExactPosition' object has no attribute 'position'
FM211187.1,1721382,1720723,Error: 'ExactPosition' object has no attribute 'position'
FM211187.1,1303052,1302423,Error: 'ExactPosition' object has no attribute 'position'
FM211187.1,1713369,1712716,Error: 'ExactPosition' object has no attribute 'position'
FM211187.1,1710035,1709352,Error: 'ExactPosition' object has no attribute 'position'
FM211187.1,1717766,1717521,Error: 'ExactPosition' object has no attribute 'position'
FM211187.1,1717522,1717133,Error: 'ExactPosition' object has no attribute 'position'
FM211187.1,139477,139806,Error: 'BeforePosition' object has no attribute 'position'
CR931683.1,8984,9631,Error: 'BeforePosition' object has no attribute 'position'
AP026918.1,323694,324341,Error: 'BeforePosition' object has no attribute 'position'
AP026918.1,1230847,1230218,Error: 'ExactPosition' object has no attribute 'position'
AP026918.1,128065,128391,Error: 'ExactPosition' object has no attribute 'position'
CP131706.1,336191,336838,Error: 'BeforePosition' object has no attribute 'position'
CP131706.1,1280771,1280142,Error: 'ExactPosition' object has no attribute 'position'
CP131706.1,159280,159609,Error: 'BeforePosition' object has no attribute 'position'
AP028604.1,394136,394783,Error: 'BeforePosition' object has no attribute 'position'
AP028604.1,1293354,1292725,Error: 'ExactPosition' object has no attribute 'position'
AP028604.1,198553,198879,Error: 'ExactPosition' object has no attribute 'position'
AP028603.1,394136,394783,Error: 'BeforePosition' object has no attribute 'position'
AP028603.1,1293391,1292762,Error: 'ExactPosition' object has no attribute 'position'
AP028603.1,198553,198879,Error: 'ExactPosition' object has no attribute 'position'
LT594598.1,10249,10938,Error: 'BeforePosition' object has no attribute 'position'
CR931684.1,10258,10947,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,1616303,1615650,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,1624984,1624325,Error: 'ExactPosition' object has no attribute 'position'
LR216037.1,1259639,1259010,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,1614092,1613409,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,1620796,1620071,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,365256,365903,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,366247,366612,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,186043,186279,Error: 'ExactPosition' object has no attribute 'position'
LS483448.1,1648332,1647679,No matching CDS
LS483448.1,1657886,1657227,No matching CDS
LS483448.1,1250530,1249901,No matching CDS
LS483448.1,1646121,1645438,No matching CDS
LS483448.1,1653698,1652973,No matching CDS
LS483448.1,189559,189888,No matching CDS
KY009533.1,7405,8094,Error: 'BeforePosition' object has no attribute 'position'
KX470740.1,7960,8649,Error: 'BeforePosition' object has no attribute 'position'
KX470741.1,7960,8649,Error: 'BeforePosition' object has no attribute 'position'
CR931706.1,8711,9400,Error: 'BeforePosition' object has no attribute 'position'
CR931704.1,8373,9062,Error: 'BeforePosition' object has no attribute 'position'
KY084477.1,7914,8603,Error: 'BeforePosition' object has no attribute 'position'
CR931715.1,8580,9269,Error: 'BeforePosition' object has no attribute 'position'
LR216069.1,426569,427258,Error: 'BeforePosition' object has no attribute 'position'
LR216069.1,1338783,1338154,Error: 'BeforePosition' object has no attribute 'position'
LR216069.1,240694,241023,Error: 'BeforePosition' object has no attribute 'position'
LR216056.1,1629180,1628488,Error: 'BeforePosition' object has no attribute 'position'
LR216056.1,1253657,1253028,Error: 'BeforePosition' object has no attribute 'position'
LR216056.1,358270,358947,Error: 'BeforePosition' object has no attribute 'position'
LR216056.1,172261,172590,Error: 'BeforePosition' object has no attribute 'position'
CP155538.1,1521864,1521172,Error: 'ExactPosition' object has no attribute 'position'
CP155538.1,1161328,1160699,Error: 'ExactPosition' object has no attribute 'position'
CP155538.1,24338,24667,Error: 'BeforePosition' object has no attribute 'position'
LR216064.1,1591358,1590690,Error: 'BeforePosition' object has no attribute 'position'
LR216064.1,1215176,1214547,Error: 'BeforePosition' object has no attribute 'position'
LR216064.1,1587066,1586362,Error: 'BeforePosition' object has no attribute 'position'
LR216064.1,126121,126450,Error: 'BeforePosition' object has no attribute 'position'
CP028436.1,1651554,1650886,Error: 'ExactPosition' object has no attribute 'position'
CP028436.1,1647322,1646615,Error: 'ExactPosition' object has no attribute 'position'
CP028436.1,1288231,1287602,Error: 'ExactPosition' object has no attribute 'position'
CP028436.1,168881,169210,Error: 'BeforePosition' object has no attribute 'position'
LS483523.1,987100,987768,No matching CDS
LS483523.1,991332,992039,No matching CDS
LS483523.1,1350915,1351544,No matching CDS
LS483523.1,366234,365905,No matching CDS
LR216019.1,1592254,1591601,Error: 'BeforePosition' object has no attribute 'position'
LR216019.1,1600935,1600276,Error: 'BeforePosition' object has no attribute 'position'
LR216019.1,1225450,1224821,Error: 'BeforePosition' object has no attribute 'position'
LR216019.1,1588920,1588237,Error: 'BeforePosition' object has no attribute 'position'
LR216019.1,1596747,1596022,Error: 'BeforePosition' object has no attribute 'position'
LR216019.1,137769,138098,Error: 'BeforePosition' object has no attribute 'position'
AP026930.1,1549571,1548912,Error: 'ExactPosition' object has no attribute 'position'
AP026930.1,1192756,1192127,Error: 'ExactPosition' object has no attribute 'position'
AP026930.1,1546563,1545841,Error: 'ExactPosition' object has no attribute 'position'
AP026930.1,1539623,1539417,Error: 'ExactPosition' object has no attribute 'position'
AP026930.1,1539420,1538941,Error: 'ExactPosition' object has no attribute 'position'
AP026930.1,322103,322762,Error: 'BeforePosition' object has no attribute 'position'
AP026930.1,321100,321471,Error: 'BeforePosition' object has no attribute 'position'
AP026930.1,135750,136079,Error: 'BeforePosition' object has no attribute 'position'
CP053210.1,1740121,1739462,Error: 'ExactPosition' object has no attribute 'position'
CP053210.1,1267429,1266800,Error: 'ExactPosition' object has no attribute 'position'
CP053210.1,1730335,1729682,Error: 'ExactPosition' object has no attribute 'position'
CP053210.1,1735933,1735700,Error: 'ExactPosition' object has no attribute 'position'
CP053210.1,1735685,1735203,Error: 'ExactPosition' object has no attribute 'position'
CP053210.1,1727001,1726768,Error: 'ExactPosition' object has no attribute 'position'
CP053210.1,151963,152292,Error: 'BeforePosition' object has no attribute 'position'
CP053210.1,1726805,1726317,Error: 'ExactPosition' object has no attribute 'position'
LR216041.1,1662911,1662252,Error: 'BeforePosition' object has no attribute 'position'
LR216041.1,1248660,1248031,Error: 'BeforePosition' object has no attribute 'position'
LR216041.1,1650680,1649997,Error: 'BeforePosition' object has no attribute 'position'
LR216041.1,1658723,1657998,Error: 'BeforePosition' object has no attribute 'position'
LR216041.1,164458,164694,Error: 'ExactPosition' object has no attribute 'position'
CP035242.1,649967,650626,Error: 'ExactPosition' object has no attribute 'position'
CP035242.1,1023084,1023713,Error: 'BeforePosition' object has no attribute 'position'
CP035242.1,661159,661842,Error: 'BeforePosition' object has no attribute 'position'
CP035242.1,652975,653697,Error: 'BeforePosition' object has no attribute 'position'
CP035242.1,1947849,1947487,Error: 'ExactPosition' object has no attribute 'position'
CP035242.1,178508,178837,Error: 'BeforePosition' object has no attribute 'position'
CP035243.1,1666965,1666306,Error: 'ExactPosition' object has no attribute 'position'
CP035243.1,1295464,1294811,Error: 'ExactPosition' object has no attribute 'position'
CP035243.1,1657014,1656331,Error: 'ExactPosition' object has no attribute 'position'
CP035243.1,1663957,1663232,Error: 'ExactPosition' object has no attribute 'position'
CP035243.1,361461,361823,Error: 'BeforePosition' object has no attribute 'position'
CP035243.1,181686,182015,Error: 'BeforePosition' object has no attribute 'position'
CP020551.1,1681999,1681340,Error: 'ExactPosition' object has no attribute 'position'
CP020551.1,1674625,1673972,Error: 'ExactPosition' object has no attribute 'position'
CP020551.1,1340496,1339867,Error: 'ExactPosition' object has no attribute 'position'
CP020551.1,1671290,1671084,Error: 'ExactPosition' object has no attribute 'position'
CP020551.1,1671087,1670608,Error: 'ExactPosition' object has no attribute 'position'
CP020551.1,1678991,1678749,Error: 'ExactPosition' object has no attribute 'position'
CP020551.1,1678750,1678361,Error: 'ExactPosition' object has no attribute 'position'
CP020551.1,1650432,1650761,Error: 'BeforePosition' object has no attribute 'position'
CP020549.1,1684297,1683638,Error: 'ExactPosition' object has no attribute 'position'
CP020549.1,1676923,1676270,Error: 'ExactPosition' object has no attribute 'position'
CP020549.1,1321372,1320743,Error: 'ExactPosition' object has no attribute 'position'
CP020549.1,1673588,1673382,Error: 'ExactPosition' object has no attribute 'position'
CP020549.1,1673385,1672906,Error: 'ExactPosition' object has no attribute 'position'
CP020549.1,1681289,1681047,Error: 'ExactPosition' object has no attribute 'position'
CP020549.1,1681048,1680659,Error: 'ExactPosition' object has no attribute 'position'
CP020549.1,175321,175650,Error: 'BeforePosition' object has no attribute 'position'
LR216021.1,1679596,1678874,Error: 'BeforePosition' object has no attribute 'position'
LR216021.1,1267785,1267156,Error: 'BeforePosition' object has no attribute 'position'
LR216021.1,178886,179215,Error: 'BeforePosition' object has no attribute 'position'
KC522601.1,1,597,Error: 'ExactPosition' object has no attribute 'position'
JN645777.1,1,597,Error: 'ExactPosition' object has no attribute 'position'
KC522596.1,1,597,Error: 'ExactPosition' object has no attribute 'position'
KC522599.1,1,597,Error: 'ExactPosition' object has no attribute 'position'
KC522593.1,1,597,Error: 'ExactPosition' object has no attribute 'position'
JN645784.1,1,597,Error: 'ExactPosition' object has no attribute 'position'
JN645785.1,1,597,Error: 'ExactPosition' object has no attribute 'position'
M90527.1,353,949,Error: 'ExactPosition' object has no attribute 'position'
CP131706.1,359165,358569,Error: 'ExactPosition' object has no attribute 'position'
CP083627.1,1265865,1265269,Error: 'ExactPosition' object has no attribute 'position'
CP099641.1,1794389,1794985,No matching CDS
CP145437.1,1034425,1035021,Error: 'ExactPosition' object has no attribute 'position'
LS483448.1,380927,380331,No matching CDS
CP131715.1,354940,354344,Error: 'ExactPosition' object has no attribute 'position'
